,idade,sexo,etilismo,tabagismo,motivo_cancer,motivo_msk,motivo_digestivo2,motivo_cardio2,motivo_procedimentos2,motivo_lesao2,motivo_respiratorio,motivo_neuro,motivo_pele,motivo_genitourinaria,motivo_dm,motivo_mental_subst,motivo_infec2,motivo_propedeutica,n_comorbidades,comorb_hipertensao,comorb_ic,comorb_dac,comorb_fibrilacao,comorb_avc,comorb_dpoc,comorb_asma,comorb_dm,comorb_obesidade,comorb_drc,comorb_cancer,comorb_reumatologica,comorb_cirrose,comorb_hiv,obito
idade,100.0,-6.0222508733336415,-3.2221542090301,14.473959529198297,1.7563892600739823,1.8937119476477187,1.9769981383072261,-0.528874973891631,-4.302286501918816,0.889317282259303,-2.047896141262812,-1.8177220393373568,3.698734093214388,4.661465769583832,1.2809984852545007,-1.069519827071278,4.03684001439796,-2.9678594262464357,3.0647869313524407,6.955124434448123,-1.5200513469693329,1.1174076946358125,-4.005079842147312,1.729474856622016,4.463394092013423,-1.9296161522765802,-2.914698488229258,0.2867791132189358,-1.690534189905362,2.5660336203733203,2.0100886856514046,5.35771087462469,-9.393309517828854,37.61357864694769
sexo,-6.0222508733336415,100.0,-5.468820124497502,-3.4701702412254525,-1.322590102317139,1.5231828285233804,1.092852374627472,-0.39419387249979243,2.5526311316120647,-0.016426310723830634,4.016098918093271,2.462230471776222,2.5448393758562644,-1.8547207989534842,2.3380574449244054,-3.115912444675745,2.2178950559649726,2.933282910153224,-3.1658208310189297,2.2772935562108656,-5.052596227352973,-2.9304508147795416,5.7572618790124785,-7.352207711105578,0.4310278543876658,3.673170612240982,-1.4962299906922225,-1.9623014161193053,0.7262128412385704,-0.6124510811719424,1.8890463354068903,-3.236414071580968,1.3297827703185061,2.3948250404133176
etilismo,-3.2221542090301,-5.468820124497502,100.0,3.06332529133849,-4.758294900464169,3.4466939591614882,0.7596144054577545,2.0053815683816723,-1.9589776210639904,10.020620793929835,2.8451731526630866,-1.1458339159254893,-2.3124009322955525,-5.350703417764318,-0.990005227467246,2.9679073263054456,-4.284045542002897,3.375721071787146,-2.4750892728049205,-0.21627635242113014,-3.310707066802084,-2.0366311315160908,-2.893401528354506,-3.1718350538881412,9.428228465746487,1.197397471059418,-0.5899721071594026,-0.12488691484497023,-2.655374954661385,-3.596194340429712,3.543865880808487,1.6823750192274327,0.06024965718743932,-2.9064808738474
tabagismo,14.473959529198297,-3.4701702412254525,3.06332529133849,100.0,-3.836866805149039,1.3470165140393187,-4.517104591768463,6.052516532499464,0.1380414627397994,-7.145140688278981,-0.3867279348456058,-2.184923192341478,-0.6190580150699772,0.04545947597684466,1.19337707621597,0.6464596291425847,1.3824752511040326,2.7805617181786815,0.8762289955548688,-0.25898129582646506,-2.898621947631864,0.40573061851791414,-2.5227957499838296,-4.2430993745901,9.846339902339663,-1.017706619969044,-6.595701195182606,-3.134185477250253,-2.950505396113627,-1.7005679886037093,1.9841565389004625,6.300581685327429,3.384020517506,23.437827421816696
motivo_cancer,1.7563892600739823,-1.322590102317139,-4.758294900464169,-3.836866805149039,100.0,-0.10653228400734063,-1.0410979118847343,-4.377706073165075,-3.133949673501675,-3.5786429038519514,-0.681869355516667,-2.525885766551312,-0.6492675614900956,-1.5387953478433436,-0.31664963988592604,-1.356789309923837,-4.372027935861824,-0.9351634046665167,2.2749066937853626,-2.3284633988285677,-2.3119094455110534,-0.7497293063158784,-1.9874747865797162,-2.9005790106163,-0.9549204239682755,-1.0139019096040403,2.7528449136820643,-1.2067858506793097,-2.4484043386219754,5.638143006537859,-1.2347895834783236,-0.808993830605721,-1.143610651181373,3.798731432227489
motivo_msk,1.8937119476477187,1.5231828285233804,3.4466939591614882,1.3470165140393187,-0.10653228400734063,20.0,-0.4605091021046866,-0.5813785046912595,-0.4113063728303114,-0.4113063728303114,-0.10653228400734063,-0.32970516933538546,0.0,-0.2012109091463834,0.0,-0.13072174640400053,-0.44444090450709245,-0.10653228400734063,-0.7514573989965719,0.8020720221828244,-0.21551836754420406,-0.3582871819500093,-0.21551836754420406,-0.36746626537887683,9.943449122468914,-0.15123116536074394,1.3168804596621593,-0.2012109091463834,-0.25419414165974663,-0.2418926184322163,-0.13072174640400053,-0.1694039504987553,-0.1694039504987553,-0.7026889374323537
motivo_digestivo2,1.9769981383072261,1.092852374627472,0.7596144054577545,-4.517104591768463,-1.0410979118847343,-0.4605091021046866,100.0,-11.999654373653582,-7.436650853923672,-8.920107090564896,2.346266186313072,-4.7292930740424985,-1.6471780647071868,-4.402666692798098,-0.7616071606171132,-0.9222708124346897,-8.092485356512732,-2.788998280379943,3.6610736420093395,2.967396801679565,-0.6682316622914718,-3.5271845264157076,-3.079308696757934,2.2571790327757713,2.1398596006821355,3.8880808073096755,-0.4357716532499787,0.31198061507408575,1.4231161964347072,7.094850687507755,-3.578110847534989,1.2444345499589136,1.841921240603376,-6.239074877902633
motivo_cardio2,-0.528874973891631,-0.39419387249979243,2.0053815683816723,6.052516532499464,-4.377706073165075,-0.5813785046912595,-11.999654373653582,100.0,-1.8176101873003625,-6.1520325522021135,0.5018199927869978,-5.372342012997132,-1.4646731888433973,-4.5978480507243615,1.0816387532500276,-7.512265168840164,-10.104148819084683,-1.028452774957077,4.825553783301766,6.298394123271192,8.991019225128607,1.2561718945165552,0.4427457375896557,-0.7196423743614927,5.590194919723301,-0.5754637625788974,4.537515317109583,-0.7143803214880834,1.8046669995765738,-3.552272203568822,0.5233311940185501,-2.779798360236521,-3.60182710442532,-8.07294013416982
motivo_procedimentos2,-4.302286501918816,2.5526311316120647,-1.9589776210639904,0.1380414627397994,-3.133949673501675,-0.4113063728303114,-7.436650853923672,-1.8176101873003625,100.0,-2.3648936057559395,-1.915059373288698,-6.261810444400297,-1.310439988477224,-2.203316129281397,-0.6691272859864509,-3.4020788972381992,-7.556173859557277,-2.282818673867186,4.117461845070821,1.0744168212763276,-3.3764633506758583,-0.4185334842594922,-3.387337633873276,-0.68115524961081,4.329155971128036,-2.499089852891514,-2.855781933809006,-2.856880582420687,5.677298221239529,9.04519365464423,-2.9315436358994935,2.064717623632112,-0.2284552665750761,-1.2256332927285138
motivo_lesao2,0.889317282259303,-0.016426310723830634,10.020620793929835,-7.145140688278981,-3.5786429038519514,-0.4113063728303114,-8.920107090564896,-6.1520325522021135,-2.3648936057559395,100.0,-2.0751691647890387,-2.0963306626837004,-1.367886439816282,-2.7537822468022224,-0.8292370774867917,-2.751372386647242,-4.124396801573451,-2.547963677452373,-1.1187497669054307,1.9120168736892484,-4.958082240008775,-4.497465660732937,-5.2212064941633995,-5.863811156787607,0.5023641251377603,0.07317119955131603,-1.292521132903386,-1.5796022784412451,-5.426318226772968,-0.6529315460356244,-0.8482569406815256,1.3710360404378397,2.3533732433661996,-3.445617708789782
