,idade,sexo,etilismo,tabagismo,motivo_cancer,motivo_msk,motivo_digestivo2,motivo_cardio2,motivo_procedimentos2,motivo_lesao2,motivo_respiratorio,motivo_neuro,motivo_pele,motivo_genitourinaria,motivo_dm,motivo_mental_subst,motivo_infec2,motivo_propedeutica,n_comorbidades,comorb_hipertensao,comorb_ic,comorb_dac,comorb_fibrilacao,comorb_avc,comorb_dpoc,comorb_asma,comorb_dm,comorb_obesidade,comorb_drc,comorb_cancer,comorb_reumatologica,comorb_cirrose,comorb_hiv,obito
idade,100.0,15.676807639874305,-22.40859661334697,10.63703892886274,-10.202446435025944,2.554233793353538,2.778129446655149,22.794659736437143,-7.185650176905045,-4.118552644348314,-10.407773311463911,-4.017065942199558,-3.0511217097850913,7.651210238921788,1.1144137310461777,-15.988226567614166,-2.1779395905948213,-8.804514514884758,46.518365659532314,46.26820577239658,14.178424453121687,17.31460782612461,17.911273308447186,16.94557878395526,23.080958501335882,2.0454597176944653,21.279872260530126,-6.123787489459905,6.906715920657838,4.185124331393608,3.5454126034622933,-1.8379794656883088,-19.08636714765205,21.85123545719867
sexo,15.676807639874305,100.0,-29.94041034538447,-9.381980594295412,6.456827332138807,-6.514285584156314,-0.9834288867738152,10.481185463584241,9.293066012885598,-5.77504097232119,-0.3291353631470485,-3.938633211628517,-0.5608034076239393,-6.818729839510651,-7.9410129709345005,0.22323374437229143,-1.5769789533776142,2.6786316889734123,23.068999453998,23.509745755187463,14.515078554891192,-3.624118935525114,8.157242644429205,4.929874693406394,14.704099608451287,14.544795513973222,4.4908162712373025,7.948222171022776,1.3918225156271165,13.644561823839913,1.709492865506109,-9.91139251010114,-1.709136510211608,1.7022642213490944
etilismo,-22.40859661334697,-29.94041034538447,100.0,19.018811410965817,-8.448368855564317,5.86365274063458,8.823311552901789,-7.840578756684748,-3.156712628933702,12.875388427229852,6.02468767491817,1.3414813670989856,0.2832315505621331,-8.502140226419911,2.8624669966552307,8.662020364360304,-2.4073821882336843,-1.2088465218757407,-28.17398406648859,-27.526593159287806,-8.111309372427431,-8.267370209589965,-4.675327281294124,-12.278442996708954,1.3975881355024522,-7.759705646924794,-15.857257381035039,-6.68437132518917,-7.121527106669774,-12.72571824213761,-6.088874408127456,14.637097201112791,5.605351738949634,1.0339501094979189
tabagismo,10.63703892886274,-9.381980594295412,19.018811410965817,100.0,-1.6716017652997497,-5.121048014639085,-3.002839691080619,10.689390770818743,-2.550623688890937,-5.991206830563596,2.348878616565953,-2.7280493052515453,2.568194043955004,1.2808111785674656,0.26707532635455233,-5.035463006825146,4.83620261778902,-4.239134150842143,7.246016830001772,2.6475017163606007,7.8373881677129535,-3.5867816769715026,9.909632021888145,3.22386301695387,18.50629548680465,2.333437066396737,-4.465122947878841,-1.2525375423744873,4.827844481688288,2.615221945454143,-3.372605570252564,4.534212232327396,6.636608347303416,14.137764459368867
motivo_cancer,-10.202446435025944,6.456827332138807,-8.448368855564317,-1.6716017652997497,100.0,-1.829485498797196,-10.456101505896969,-13.140692419939684,-6.930123756077042,-9.512795448109914,-2.9357427605224173,-6.473620902474643,-2.918792135791346,-5.688358526861567,-2.217382301015205,-3.439127631517337,-4.523053236249686,-3.205583760484348,0.2094410094656511,-8.316710604429051,1.4294285315949251,-4.374613983741738,-6.490403852444376,-7.206773254506135,0.03543550068237103,-3.7138978883055076,-11.150762470754321,-6.173241541111576,-0.9018341259418413,45.17867989695311,-4.793930551906077,-4.578531491694123,-4.753101511723542,-1.391469348641872
motivo_msk,2.554233793353538,-6.514285584156314,5.86365274063458,-5.121048014639085,-1.829485498797196,100.0,-3.3566563728729024,-4.238049497629392,-2.215950638775611,-3.06761860685288,-0.9414109335388535,-2.077343427257281,-0.930524345916698,-1.8321514694313514,-0.713820460391011,-1.1197243438863045,-3.655982396745653,-1.0198957144945158,4.6376010486564185,-0.9892094042855052,-2.4674697037026516,9.32121141261268,-2.097225112365818,-2.3172444475388327,14.995705826151596,-1.1902135066286874,2.7436404048984224,-1.9782724603656523,-2.886680672062253,8.491462183657598,-1.5407927552999245,-1.4608774459001819,-1.5087101809212595,-4.406249566440999
motivo_digestivo2,2.778129446655149,-0.9834288867738152,8.823311552901789,-3.002839691080619,-10.456101505896969,-3.3566563728729024,100.0,-20.377887491068623,-12.755364410993836,-17.54309815135068,-5.40427646150857,-11.928079612374242,-5.369841795170329,-10.42783204361886,-4.10499238742847,-6.36413081665402,-12.546994362102065,-5.8999600281158155,-1.5281801671580937,-2.264117685590648,-8.345525043956492,-8.017817906909421,-8.752780075025798,1.407590081818284,-10.46497047227975,3.850227110114931,0.12306602327348926,-4.61134435244526,-6.524309602548603,6.976705815980376,-0.5382596937575781,26.40730332119378,-0.4128224984395061,1.077022052011426
motivo_cardio2,22.794659736437143,10.481185463584241,-7.840578756684748,10.689390770818743,-13.140692419939684,-4.238049497629392,-20.377887491068623,100.0,-10.764449559260674,-19.99902308414127,-6.790007597003742,-9.35698519579045,-6.744182078225094,-10.030043887772893,-5.137301579635799,-8.038119863656807,-17.28677512000417,-7.428522230818135,19.42794587284214,12.993591120302856,26.106835724041886,18.176603566625914,29.848071215624838,1.088516454502733,21.347235013714496,9.860844616787663,3.145150580051677,-2.6194342057593727,13.826324780123695,-17.244143332842995,3.5392518889473075,-10.617779675209071,-7.523176893261853,-2.3106339429942744
motivo_procedimentos2,-7.185650176905045,9.293066012885598,-3.156712628933702,-2.550623688890937,-6.930123756077042,-2.215950638775611,-12.755364410993836,-10.764449559260674,100.0,-11.59457231248222,-3.5734836824908114,-7.897392125468819,-3.5617409486717246,-6.9117838273915755,-2.7175905082070924,-4.186604103769044,-13.854601951825504,-3.906453992511219,3.417738902830868,5.353179694349695,-5.417008710836098,-3.389854707098302,0.9795650279194865,-4.789092083180837,3.019267515808436,-4.541857098940106,3.151831888147945,1.6442547705277781,2.7197021927657423,8.279896692574077,-0.13209905384431286,0.3563476871666755,-0.3344045684578563,-3.823889708054932
motivo_lesao2,-4.118552644348314,-5.77504097232119,12.875388427229852,-5.991206830563596,-9.512795448109914,-3.06761860685288,-17.54309815135068,-19.99902308414127,-11.59457231248222,100.0,-4.907221618452532,-7.4763771430205015,-4.894021754250324,-9.512363223749102,-3.7432262977008945,-5.795189262051012,-19.08302637793305,-5.369108053163092,-21.40133819543091,-10.339531551230667,-12.76680732135856,-11.541956867937657,-7.4867801235794795,-5.805262218980686,-1.8972898685437705,-6.248250395669177,-9.767248598749505,3.9109829395240685,-12.338148269626734,-12.97590929494506,-3.5349881085731805,-7.692794541610031,-3.6618651177225785,-4.9256444311541605
