,age,sex,fumante,exfuma,inativo,ativo_livre,ati_livre,diab,hart,dislipidemia,doces5,lanche_7,gordura,flvreg,years_schooling,obesity
age,100.0,7.613917571583453,1.5713539353622026,-0.5467867834118281,18.29779604201786,3.737848131841897,-10.54927836338458,26.121549307568042,42.84829247698843,16.069295321273643,6.108625493918124,10.689448065646594,-21.47413359197404,15.58548834266634,-23.20275317533902,10.577890220849499
sex,7.613917571583453,100.0,-7.8937254325020385,-9.132581928647038,1.5801491363956421,-5.423385816084425,-10.432932886858977,3.058965231298476,5.779060684842556,3.5921743806637907,0.015820164782789452,0.602529698569311,-11.661809144465156,10.376159080708582,0.3734984723955656,-2.419749236711478
fumante,1.5713539353622026,-7.8937254325020385,100.0,-7.00434043796698,-1.341805836788883,-6.387442492958997,-5.025430067754214,-1.9725211366474487,-2.7840000054659426,-3.5393558503302134,-4.155939145555992,-3.4757277536446223,5.854206288197082,-6.181442154685848,-7.866909325444732,-4.957534484407521
exfuma,-0.5467867834118281,-9.132581928647038,-7.00434043796698,100.0,-7.326689862455035,-16.09439676002181,0.17995083610282359,0.5910790037688283,0.43170678072300867,19.88840122530097,25.721976741607623,27.512827042275482,53.57442415319469,-1.470780073896679,-6.794744587131457,0.2642404447718452
inativo,18.29779604201786,1.5801491363956421,-1.341805836788883,-7.326689862455035,100.0,10.204427510298261,-32.29387352594909,7.800153381633976,10.66935828133965,0.7502790228309226,11.56113848817048,13.232556871676104,-9.455127765648621,-3.375359870432546,-4.096863506094032,4.9527871359325575
ativo_livre,3.737848131841897,-5.423385816084425,-6.387442492958997,-16.09439676002181,10.204427510298261,100.0,55.46160455966056,2.6185622693406323,-1.151797816609299,-8.30097864398091,26.553330730978526,26.705039130474972,-21.93742640131377,10.796789970478251,13.533350205497225,0.6057319512434876
ati_livre,-10.54927836338458,-10.432932886858977,-5.025430067754214,0.17995083610282359,-32.29387352594909,55.46160455966056,100.0,-3.9577017122676383,-8.103193160498202,-1.0428918051354379,2.4478811347530556,1.8194350288490475,-0.20827353992789688,14.33297932185224,17.588480151581003,-6.680114987377513
diab,26.121549307568042,3.058965231298476,-1.9725211366474487,0.5910790037688283,7.800153381633976,2.6185622693406323,-3.9577017122676383,100.0,28.716967646067204,12.295708772935754,3.211738464095753,4.885679335099717,-7.2732299470158415,1.3335856365965615,-12.369206881127907,12.309083253232805
hart,42.84829247698843,5.779060684842556,-2.7840000054659426,0.43170678072300867,10.66935828133965,-1.151797816609299,-8.103193160498202,28.716967646067204,100.0,16.111692235291457,2.7550441882868086,3.1797502710394427,-8.408636218106363,2.7896584735312793,-19.38370400468255,19.08897518044501
dislipidemia,16.069295321273643,3.5921743806637907,-3.5393558503302134,19.88840122530097,0.7502790228309226,-8.30097864398091,-1.0428918051354379,12.295708772935754,16.111692235291457,100.0,19.510207558039593,19.408786766753167,16.042558514175035,3.164805357692177,-2.6933359242003707,4.281691615624941
doces5,6.108625493918124,0.015820164782789452,-4.155939145555992,25.721976741607623,11.56113848817048,26.553330730978526,2.4478811347530556,3.211738464095753,2.7550441882868086,19.510207558039593,100.0,72.91514132600622,33.86744117674769,3.2080148230073062,0.4842036934681401,1.7852352982638326
lanche_7,10.689448065646594,0.602529698569311,-3.4757277536446223,27.512827042275482,13.232556871676104,26.705039130474972,1.8194350288490475,4.885679335099717,3.1797502710394427,19.408786766753167,72.91514132600622,100.0,9.658304970379032,4.157951511732758,1.2291167891080823,2.383620881248674
gordura,-21.47413359197404,-11.661809144465156,5.854206288197082,53.57442415319469,-9.455127765648621,-21.93742640131377,-0.20827353992789688,-7.2732299470158415,-8.408636218106363,16.042558514175035,33.86744117674769,9.658304970379032,100.0,-7.694557335674385,-3.287690046474392,-2.354601100005688
flvreg,15.58548834266634,10.376159080708582,-6.181442154685848,-1.470780073896679,-3.375359870432546,10.796789970478251,14.33297932185224,1.3335856365965615,2.7896584735312793,3.164805357692177,3.2080148230073062,4.157951511732758,-7.694557335674385,100.0,16.541349399121756,-1.7128678067203928
years_schooling,-23.20275317533902,0.3734984723955656,-7.866909325444732,-6.794744587131457,-4.096863506094032,13.533350205497225,17.588480151581003,-12.369206881127907,-19.38370400468255,-2.6933359242003707,0.4842036934681401,1.2291167891080823,-3.287690046474392,16.541349399121756,100.0,-5.525682456646411
obesity,10.577890220849499,-2.419749236711478,-4.957534484407521,0.2642404447718452,4.9527871359325575,0.6057319512434876,-6.680114987377513,12.309083253232805,19.08897518044501,4.281691615624941,1.7852352982638326,2.383620881248674,-2.354601100005688,-1.7128678067203928,-5.525682456646411,100.0
